Symbol,Company,Earnings Date,EPS Estimate,Reported EPS,Surprise (%),Earnings_Date,EPS_Estimate,Reported_EPS,Surprise_Pct,Date,Close,High,Low,Open,Volume,2_day_return
AMZN,"Amazon.com, Inc.","July 26, 2005 at 12 AM",0.01,0.01,+13.85,2005-07-26 00:00:00,0.01,0.01,0.13849999999999998,2005-07-26,1.8869999647140503,1.9375,1.8860000371932983,1.9110000133514404,295646000.0,0.21038683762639465
AMZN,"Amazon.com, Inc.","February 2, 2006 at 12 AM",0.01,0.02,+120.86,2006-02-02 00:00:00,0.01,0.02,1.2086,2006-02-02,2.13700008392334,2.2019999027252197,1.9900000095367432,2.191999912261963,474186000.0,-0.11207301655162627
AMZN,"Amazon.com, Inc.","April 25, 2006 at 12 AM",0.01,0.01,+2.39,2006-04-25 00:00:00,0.01,0.01,0.0239,2006-04-25,1.777500033378601,1.7884999513626099,1.750499963760376,1.7795000076293945,255810000.0,0.005344532948072134
AMZN,"Amazon.com, Inc.","February 1, 2007 at 12 AM",0.01,0.01,+8.8,2007-02-01 00:00:00,0.01,0.01,0.08800000000000001,2007-02-01,1.934999942779541,1.965000033378601,1.8925000429153442,1.8975000381469727,522462000.0,-0.03979323255928002
AMZN,"Amazon.com, Inc.","April 24, 2007 at 12 AM",0.01,0.01,+68.61,2007-04-24 00:00:00,0.01,0.01,0.6861,2007-04-24,2.237499952316284,2.25,2.2214999198913574,2.237499952316284,397752000.0,0.4029050305522095
AMZN,"Amazon.com, Inc.","July 24, 2007 at 12 AM",0.01,0.01,+20.41,2007-07-24 00:00:00,0.01,0.01,0.2041,2007-07-24,3.4625000953674316,3.6080000400543213,3.442500114440918,3.552000045776367,506846000.0,0.21314076411551564
AMZN,"Amazon.com, Inc.","October 23, 2007 at 12 AM",0.01,0.01,+4.74,2007-10-23 00:00:00,0.01,0.01,0.047400000000000005,2007-10-23,5.040999889373779,5.054500102996826,4.7104997634887695,4.763999938964844,835236000.0,-0.12507436096393942
AMZN,"Amazon.com, Inc.","January 30, 2008 at 12 AM",0.02,0.02,+0.67,2008-01-30 00:00:00,0.02,0.02,0.0067,2008-01-30,3.7105000019073486,3.871000051498413,3.6624999046325684,3.677000045776367,505974000.0,0.005659589930324893
AMZN,"Amazon.com, Inc.","April 23, 2008 at 12 AM",0.02,0.02,+5.13,2008-04-23 00:00:00,0.02,0.02,0.0513,2008-04-23,4.050000190734863,4.131999969482422,3.937000036239624,4.014999866485596,385008000.0,-0.00172838744512549
AMZN,"Amazon.com, Inc.","July 23, 2008 at 12 AM",0.01,0.02,+42.09,2008-07-23 00:00:00,0.01,0.02,0.42090000000000005,2008-07-23,3.5269999504089355,3.6034998893737793,3.372999906539917,3.372999906539917,358324000.0,0.11015026386927596
AMZN,"Amazon.com, Inc.","October 22, 2008 at 12 AM",0.01,0.01,+9.67,2008-10-22 00:00:00,0.01,0.01,0.0967,2008-10-22,2.499500036239624,2.623500108718872,2.3949999809265137,2.502500057220459,390264000.0,-0.020604153338389497
AMZN,"Amazon.com, Inc.","January 29, 2009 at 12 AM",0.02,0.03,+33.2,2009-01-29 00:00:00,0.02,0.03,0.332,2009-01-29,2.5,2.5924999713897705,2.4570000171661377,2.497999906539917,359336000.0,0.22299995422363272
AMZN,"Amazon.com, Inc.","April 23, 2009 at 12 AM",0.02,0.02,+32.6,2009-04-23 00:00:00,0.02,0.02,0.326,2009-04-23,4.0304999351501465,4.103000164031982,3.9539999961853027,4.066500186920166,323754000.0,0.03113762664637787
AMZN,"Amazon.com, Inc.","July 23, 2009 at 12 AM",0.02,0.02,+2.17,2009-07-23 00:00:00,0.02,0.02,0.0217,2009-07-23,4.69350004196167,4.71999979019165,4.479499816894531,4.492000102996826,383242000.0,-0.10258871726183005
AMZN,"Amazon.com, Inc.","October 22, 2009 at 12 AM",0.02,0.02,+34.57,2009-10-22 00:00:00,0.02,0.02,0.3457,2009-10-22,4.672500133514404,4.704999923706055,4.585000038146973,4.683000087738037,330370000.0,0.3337613046631662
AMZN,"Amazon.com, Inc.","January 28, 2010 at 12 AM",0.04,0.04,+17.96,2010-01-28 00:00:00,0.04,0.04,0.1796,2010-01-28,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000.0,-0.05681184012080631
AMZN,"Amazon.com, Inc.","April 22, 2010 at 12 AM",0.03,0.03,+9.05,2010-04-22 00:00:00,0.03,0.03,0.09050000000000001,2010-04-22,7.504499912261963,7.554500102996826,7.294000148773193,7.350500106811523,303316000.0,-0.019854712872481195
AMZN,"Amazon.com, Inc.","October 21, 2010 at 12 AM",0.02,0.03,+7.28,2010-10-21 00:00:00,0.02,0.03,0.0728,2010-10-21,8.248499870300293,8.306500434875488,8.064499855041504,8.133500099182129,269650000.0,0.02442867698772333
AMZN,"Amazon.com, Inc.","January 27, 2011 at 12 AM",0.04,0.05,+3.03,2011-01-27 00:00:00,0.04,0.05,0.030299999999999997,2011-01-27,9.22249984741211,9.25,8.865500450134277,8.87399959564209,291888000.0,-0.08029270899557128
AMZN,"Amazon.com, Inc.","July 26, 2011 at 12 AM",0.02,0.02,+17.28,2011-07-26 00:00:00,0.02,0.02,0.1728,2011-07-26,10.708999633789062,10.779999732971191,10.517499923706055,10.749500274658203,197272000.0,0.04538239589641302
AMZN,"Amazon.com, Inc.","January 31, 2012 at 12 AM",0.01,0.02,127,2012-01-31 00:00:00,0.01,0.02,1.27,2012-01-31,9.722000122070312,9.781499862670898,9.484999656677246,9.699999809265137,255444000.0,-0.06541860435916069
AMZN,"Amazon.com, Inc.","April 24, 2014 at 12 AM",0.01,0.01,+0.88,2014-04-24 00:00:00,0.01,0.01,0.0088,2014-04-24,16.857500076293945,16.8700008392334,16.147499084472656,16.48349952697754,185874000.0,-0.12033217227292703
AMZN,"Amazon.com, Inc.","January 29, 2015 at 4 PM",0.01,0.02,+168.18,2015-01-29 16:00:00,0.01,0.02,1.6818,2015-01-30,17.726499557495117,17.975000381469727,17.03700065612793,17.31599998474121,477122000.0,0.025442147343317734
AMZN,"Amazon.com, Inc.","April 23, 2015 at 4 PM",-0.01,-0.01,+1.96,2015-04-23 16:00:00,-0.01,-0.01,0.0196,2015-04-24,22.2549991607666,22.63249969482422,21.950000762939453,21.950000762939453,343538000.0,-0.03547514323113188
AMZN,"Amazon.com, Inc.","July 23, 2015 at 4 PM",-0.01,0.01,+237.28,2015-07-23 16:00:00,-0.01,0.01,2.3728,2015-07-24,26.47100067138672,29.028499603271484,26.467500686645508,28.949499130249023,438188000.0,-0.006403246823055153
AMZN,"Amazon.com, Inc.","October 22, 2015 at 4 PM",-0.01,0.01,+225.37,2015-10-22 16:00:00,-0.01,0.01,2.2537000000000003,2015-10-23,29.951499938964844,30.97249984741211,29.76799964904785,30.884000778198242,213854000.0,0.01999902949791421
AMZN,"Amazon.com, Inc.","April 28, 2016 at 4 PM",0.03,0.05,+81.42,2016-04-28 16:00:00,0.03,0.05,0.8142,2016-04-29,32.97949981689453,33.499000549316406,32.70000076293945,33.29999923706055,206214000.0,0.01778383779170789
AMZN,"Amazon.com, Inc.","July 28, 2016 at 4 PM",0.06,0.09,+60.65,2016-07-28 16:00:00,0.06,0.09,0.6065,2016-07-29,37.94049835205078,38.29999923706055,37.75,38.25,135542000.0,0.0023326255691555886
AMZN,"Amazon.com, Inc.","February 2, 2017 at 4 PM",0.07,0.08,+14.35,2017-02-02 16:00:00,0.07,0.08,0.1435,2017-02-03,40.5099983215332,40.915000915527344,40.20000076293945,40.33599853515625,217376000.0,0.0028388467842930254
AMZN,"Amazon.com, Inc.","April 27, 2017 at 4 PM",0.05,0.07,+36.46,2017-04-27 16:00:00,0.05,0.07,0.36460000000000004,2017-04-28,46.2495002746582,47.47949981689453,46.21649932861328,47.44150161743164,147294000.0,0.02372998282996508
AMZN,"Amazon.com, Inc.","February 1, 2018 at 4 PM",0.09,0.11,+17.33,2018-02-01 16:00:00,0.09,0.11,0.17329999999999998,2018-02-02,71.49749755859375,74.9000015258789,70.69999694824219,73.86949920654297,222514000.0,0.009014311751172732
AMZN,"Amazon.com, Inc.","April 26, 2018 at 4 PM",0.06,0.16,+159.65,2018-04-26 16:00:00,0.06,0.16,1.5965,2018-04-27,78.63099670410156,81.90499877929688,78.36949920654297,81.70050048828125,261064000.0,0.0061299268546044505
AMZN,"Amazon.com, Inc.","July 26, 2018 at 4 PM",0.13,0.25,+99.84,2018-07-26 16:00:00,0.13,0.25,0.9984000000000001,2018-07-27,90.8635025024414,94.00250244140625,90.32649993896484,93.80249786376953,193620000.0,-0.021917500422556135
AMZN,"Amazon.com, Inc.","October 25, 2018 at 4 PM",0.16,0.29,+82.98,2018-10-25 16:00:00,0.16,0.29,0.8298000000000001,2018-10-26,82.1405029296875,84.9229965209961,80.1500015258789,82.47949981689453,299276000.0,-0.0684132554113197
AMZN,"Amazon.com, Inc.","January 31, 2019 at 4 PM",0.28,0.3,+6.34,2019-01-31 16:00:00,0.28,0.3,0.0634,2019-02-01,81.3115005493164,83.65299987792969,81.10050201416016,81.94400024414062,230124000.0,0.020034039363796552
AMZN,"Amazon.com, Inc.","April 25, 2019 at 4 PM",0.24,0.35,+50.11,2019-04-25 16:00:00,0.24,0.35,0.5011,2019-04-26,97.53150177001953,97.55000305175781,94.9000015258789,96.44999694824219,168652000.0,-0.012360164144056163
AMZN,"Amazon.com, Inc.","January 30, 2020 at 4 PM",0.2,0.32,+60.62,2020-01-30 16:00:00,0.2,0.32,0.6062,2020-01-31,100.43599700927734,102.78600311279297,100.1135025024414,102.57350158691406,311346000.0,0.020386123215986318
AMZN,"Amazon.com, Inc.","July 30, 2020 at 4 PM",0.07,0.52,+605.29,2020-07-30 16:00:00,0.07,0.52,6.052899999999999,2020-07-31,158.23399353027344,162.34100341796875,157.5500030517578,162.1999969482422,161710000.0,-0.008168255750252484
AMZN,"Amazon.com, Inc.","October 29, 2020 at 4 PM",0.37,0.62,+66.95,2020-10-29 16:00:00,0.37,0.62,0.6695,2020-10-30,151.8074951171875,158.35000610351562,150.9499969482422,157.8874969482422,167728000.0,0.00403805221424447
AMZN,"Amazon.com, Inc.","February 2, 2021 at 4 PM",0.36,0.7,+94.84,2021-02-02 16:00:00,0.36,0.7,0.9484,2021-02-03,165.62649536132812,171.6999969482422,165.43099975585938,171.25050354003906,141776000.0,0.01196066368062354
AMZN,"Amazon.com, Inc.","April 29, 2021 at 4 PM",0.48,0.79,+65.48,2021-04-29 16:00:00,0.48,0.79,0.6548,2021-04-30,173.37100219726562,177.6999969482422,173.125,176.25599670410156,140186000.0,-0.044860422096661856
AMZN,"Amazon.com, Inc.","July 29, 2021 at 4 PM",0.62,0.76,+22.91,2021-07-29 16:00:00,0.62,0.76,0.2291,2021-07-30,166.37950134277344,168.40699768066406,165.3489990234375,167.3975067138672,199312000.0,0.011614983225645137
AMZN,"Amazon.com, Inc.","February 3, 2022 at 4 PM",0.18,0.29,+62.48,2022-02-03 16:00:00,0.18,0.29,0.6248,2022-02-04,157.63949584960938,161.1999969482422,150.60800170898438,155.60650634765625,253456000.0,0.02394071393628261
AMZN,"Amazon.com, Inc.","July 28, 2022 at 4 PM",0.14,0.18,+24.9,2022-07-28 16:00:00,0.14,0.18,0.249,2022-07-29,134.9499969482422,137.64999389648438,132.41000366210938,134.89999389648438,148892900.0,-0.005853970389016028
AMZN,"Amazon.com, Inc.","February 2, 2023 at 4 PM",0.18,0.25,+42.56,2023-02-02 16:00:00,0.18,0.25,0.42560000000000003,2023-02-03,103.38999938964844,108.77999877929688,102.5199966430664,105.26000213623047,144374800.0,-0.012380295839570676
AMZN,"Amazon.com, Inc.","April 27, 2023 at 4 PM",0.21,0.31,+46.36,2023-04-27 16:00:00,0.21,0.31,0.4636,2023-04-28,105.44999694824219,109.4800033569336,104.33000183105469,107.7300033569336,130565000.0,-0.017259362233244313
AMZN,"Amazon.com, Inc.","August 3, 2023 at 4 PM",0.35,0.65,+85.73,2023-08-03 16:00:00,0.35,0.65,0.8573000000000001,2023-08-04,139.57000732421875,143.6300048828125,139.32000732421875,141.05999755859375,152938700.0,0.0026509643746597256
AMZN,"Amazon.com, Inc.","October 26, 2023 at 4 PM",0.58,0.94,+60.85,2023-10-26 16:00:00,0.58,0.94,0.6085,2023-10-27,127.73999786376953,130.02000427246094,125.5199966430664,126.19999694824219,125309300.0,0.041881936461488634
AMZN,"Amazon.com, Inc.","February 1, 2024 at 4 PM",0.8,1,+24.55,2024-02-01 16:00:00,0.8,1.0,0.2455,2024-02-02,171.80999755859375,172.5,167.3300018310547,169.19000244140625,117154900.0,-0.015482240264872882
AMZN,"Amazon.com, Inc.","April 30, 2024 at 4 PM",0.83,0.98,+17.91,2024-04-30 16:00:00,0.83,0.98,0.1791,2024-05-01,179.0,185.14999389648438,176.55999755859375,181.63999938964844,94645100.0,0.040279367116576426
